event_id,origin_time,latitude,longitude,depth_km,magnitude,magnitude_type,event_type,event_region,arrivals_count,s_pick_time,s_pick_station,s_pick_network,s_pick_channel,s_pick_phase,s_pick_method,s_pick_time_uncertainty,p_pick_time,p_pick_station,p_pick_network,p_pick_channel,p_pick_phase,p_pick_method,p_pick_time_uncertainty,p_s_interval_sec,is_augmented,original_channel,waveform_file,download_error,timing_info,npz_file
gfz2023szzv,2023-09-28T09:05:40.750000Z,-2.721,126.626,10.0,5.02,mb,,Ceram Sea,70,2023-09-28T09:07:15.310000Z,TNTI,GE,HHZ,s,,,2023-09-28T09:06:35.600000Z,TNTI,GE,HHZ,p,,,39.71,True,BHZ,,Could not get 3 components for augmented channel HH at TNTI,,nan
gfz2023szzv,2023-09-28T09:05:40.750000Z,-2.721,126.626,10.0,5.02,mb,,Ceram Sea,70,2023-09-28T09:07:15.310000Z,TNTI,GE,HLZ,s,,,2023-09-28T09:06:35.600000Z,TNTI,GE,HLZ,p,,,39.71,True,BHZ,,Could not get 3 components for augmented channel HL at TNTI,,nan
gfz2023szzv,2023-09-28T09:05:40.750000Z,-2.721,126.626,10.0,5.02,mb,,Ceram Sea,70,2023-09-28T09:07:15.310000Z,TNTI,GE,SHZ,s,,,2023-09-28T09:06:35.600000Z,TNTI,GE,SHZ,p,,,39.71,True,BHZ,GE.TNTI.SH.gfz2023szzv.mseed,,"{'starttime': 1695891965.6, 'endtime': 1695892266.4099998, 'p_time': 1695891995.6, 's_time': 1695892035.3100002, 'channel_type': 'SH'}",GE.TNTI.SH.gfz2023szzv.npz
gfz2023smvl,2023-09-21T04:07:13.480000Z,0.94,98.23,48.0,4.75,mb,,"Northern Sumatra, Indonesia",42,2023-09-21T04:07:40.200000Z,GSI,GE,BLZ,s,,,2023-09-21T04:07:27.730000Z,GSI,GE,BLZ,p,smi:org.gfz-potsdam.de/geofon/DL,,12.47,True,BHZ,,Could not get 3 components for augmented channel BL at GSI,,nan
gfz2023smvl,2023-09-21T04:07:13.480000Z,0.94,98.23,48.0,4.75,mb,,"Northern Sumatra, Indonesia",42,2023-09-21T04:07:40.200000Z,GSI,GE,HHZ,s,,,2023-09-21T04:07:27.730000Z,GSI,GE,HHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,12.47,True,BHZ,,Could not get 3 components for augmented channel HH at GSI,,nan
gfz2023smvl,2023-09-21T04:07:13.480000Z,0.94,98.23,48.0,4.75,mb,,"Northern Sumatra, Indonesia",42,2023-09-21T04:07:40.200000Z,GSI,GE,HLZ,s,,,2023-09-21T04:07:27.730000Z,GSI,GE,HLZ,p,smi:org.gfz-potsdam.de/geofon/DL,,12.47,True,BHZ,,Could not get 3 components for augmented channel HL at GSI,,nan
gfz2023smvl,2023-09-21T04:07:13.480000Z,0.94,98.23,48.0,4.75,mb,,"Northern Sumatra, Indonesia",42,2023-09-21T04:07:40.200000Z,GSI,GE,SHZ,s,,,2023-09-21T04:07:27.730000Z,GSI,GE,SHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,12.47,True,BHZ,GE.GSI.SH.gfz2023smvl.mseed,,"{'starttime': 1695269217.7299998, 'endtime': 1695269518.54, 'p_time': 1695269247.7299998, 's_time': 1695269260.2, 'channel_type': 'SH'}",GE.GSI.SH.gfz2023smvl.npz
gfz2023sjso,2023-09-19T11:14:32.660000Z,-8.669,118.411,126.7,4.4,mb,,"Sumbawa Region, Indonesia",33,2023-09-19T11:15:06.620000Z,PLAI,GE,BLZ,s,,,2023-09-19T11:14:52.490000Z,PLAI,GE,BLZ,p,smi:org.gfz-potsdam.de/geofon/DL,,14.13,True,BHZ,,Could not get 3 components for augmented channel BL at PLAI,,nan
gfz2023sjso,2023-09-19T11:14:32.660000Z,-8.669,118.411,126.7,4.4,mb,,"Sumbawa Region, Indonesia",33,2023-09-19T11:15:06.620000Z,PLAI,GE,HHZ,s,,,2023-09-19T11:14:52.490000Z,PLAI,GE,HHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,14.13,True,BHZ,,Could not get 3 components for augmented channel HH at PLAI,,nan
gfz2023sjso,2023-09-19T11:14:32.660000Z,-8.669,118.411,126.7,4.4,mb,,"Sumbawa Region, Indonesia",33,2023-09-19T11:15:06.620000Z,PLAI,GE,HLZ,s,,,2023-09-19T11:14:52.490000Z,PLAI,GE,HLZ,p,smi:org.gfz-potsdam.de/geofon/DL,,14.13,True,BHZ,,Could not get 3 components for augmented channel HL at PLAI,,nan
gfz2023sjso,2023-09-19T11:14:32.660000Z,-8.669,118.411,126.7,4.4,mb,,"Sumbawa Region, Indonesia",33,2023-09-19T11:15:06.620000Z,PLAI,GE,SHZ,s,,,2023-09-19T11:14:52.490000Z,PLAI,GE,SHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,14.13,True,BHZ,GE.PLAI.SH.gfz2023sjso.mseed,,"{'starttime': 1695122062.4899998, 'endtime': 1695122363.3, 'p_time': 1695122092.4899998, 's_time': 1695122106.62, 'channel_type': 'SH'}",GE.PLAI.SH.gfz2023sjso.npz
gfz2023sjso,2023-09-19T11:14:32.660000Z,-8.669,118.411,126.7,4.4,mb,,"Sumbawa Region, Indonesia",33,2023-09-19T11:15:06.620000Z,PLAI,GE,SLZ,s,,,2023-09-19T11:14:52.490000Z,PLAI,GE,SLZ,p,smi:org.gfz-potsdam.de/geofon/DL,,14.13,True,BHZ,,Could not get 3 components for augmented channel SL at PLAI,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:57:33.340000Z,PLAI,GE,BLZ,s,,,2023-08-28T19:56:39.830000Z,PLAI,GE,BLZ,p,,,53.51,True,BHZ,,Could not get 3 components for augmented channel BL at PLAI,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:57:33.340000Z,PLAI,GE,HHZ,s,,,2023-08-28T19:56:39.830000Z,PLAI,GE,HHZ,p,,,53.51,True,BHZ,,Could not get 3 components for augmented channel HH at PLAI,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:57:33.340000Z,PLAI,GE,HLZ,s,,,2023-08-28T19:56:39.830000Z,PLAI,GE,HLZ,p,,,53.51,True,BHZ,,Could not get 3 components for augmented channel HL at PLAI,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:57:33.340000Z,PLAI,GE,SHZ,s,,,2023-08-28T19:56:39.830000Z,PLAI,GE,SHZ,p,,,53.51,True,BHZ,GE.PLAI.SH.gfz2023qwer.mseed,,"{'starttime': 1693252569.8300002, 'endtime': 1693252870.64, 'p_time': 1693252599.8300002, 's_time': 1693252653.34, 'channel_type': 'SH'}",GE.PLAI.SH.gfz2023qwer.npz
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:57:33.340000Z,PLAI,GE,SLZ,s,,,2023-08-28T19:56:39.830000Z,PLAI,GE,SLZ,p,,,53.51,True,BHZ,,Could not get 3 components for augmented channel SL at PLAI,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:57:38.970000Z,JAGI,GE,BLZ,s,,,2023-08-28T19:56:43.330000Z,JAGI,GE,BLZ,p,,,55.64,True,BHZ,GE.JAGI.BL.gfz2023qwer.mseed,,"{'starttime': 1693252573.33, 'endtime': 1693252874.14, 'p_time': 1693252603.33, 's_time': 1693252658.9699998, 'channel_type': 'BL'}",GE.JAGI.BL.gfz2023qwer.npz
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:57:38.970000Z,JAGI,GE,HHZ,s,,,2023-08-28T19:56:43.330000Z,JAGI,GE,HHZ,p,,,55.64,True,BHZ,,Could not get 3 components for augmented channel HH at JAGI,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:57:38.970000Z,JAGI,GE,HLZ,s,,,2023-08-28T19:56:43.330000Z,JAGI,GE,HLZ,p,,,55.64,True,BHZ,,Could not get 3 components for augmented channel HL at JAGI,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:57:38.970000Z,JAGI,GE,SHZ,s,,,2023-08-28T19:56:43.330000Z,JAGI,GE,SHZ,p,,,55.64,True,BHZ,GE.JAGI.SH.gfz2023qwer.mseed,,"{'starttime': 1693252573.33, 'endtime': 1693252874.14, 'p_time': 1693252603.33, 's_time': 1693252658.9699998, 'channel_type': 'SH'}",GE.JAGI.SH.gfz2023qwer.npz
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:58:27.670000Z,BKB,GE,BLZ,s,,,2023-08-28T19:57:09.980000Z,BKB,GE,BLZ,p,,,77.69,True,BHZ,,Could not get 3 components for augmented channel BL at BKB,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:58:27.670000Z,BKB,GE,HHZ,s,,,2023-08-28T19:57:09.980000Z,BKB,GE,HHZ,p,,,77.69,True,BHZ,,Could not get 3 components for augmented channel HH at BKB,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:58:27.670000Z,BKB,GE,HLZ,s,,,2023-08-28T19:57:09.980000Z,BKB,GE,HLZ,p,,,77.69,True,BHZ,,Could not get 3 components for augmented channel HL at BKB,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:58:27.670000Z,BKB,GE,SHZ,s,,,2023-08-28T19:57:09.980000Z,BKB,GE,SHZ,p,,,77.69,True,BHZ,GE.BKB.SH.gfz2023qwer.mseed,,"{'starttime': 1693252599.98, 'endtime': 1693252900.7900002, 'p_time': 1693252629.98, 's_time': 1693252707.67, 'channel_type': 'SH'}",GE.BKB.SH.gfz2023qwer.npz
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:58:32.600000Z,SMRI,GE,BLZ,s,,,2023-08-28T19:57:12.020000Z,SMRI,GE,BLZ,p,,,80.58,True,BHZ,,Could not get 3 components for augmented channel BL at SMRI,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:58:32.600000Z,SMRI,GE,HHZ,s,,,2023-08-28T19:57:12.020000Z,SMRI,GE,HHZ,p,,,80.58,True,BHZ,,Could not get 3 components for augmented channel HH at SMRI,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:58:32.600000Z,SMRI,GE,HLZ,s,,,2023-08-28T19:57:12.020000Z,SMRI,GE,HLZ,p,,,80.58,True,BHZ,,Could not get 3 components for augmented channel HL at SMRI,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:58:32.600000Z,SMRI,GE,SHZ,s,,,2023-08-28T19:57:12.020000Z,SMRI,GE,SHZ,p,,,80.58,True,BHZ,GE.SMRI.SH.gfz2023qwer.mseed,,"{'starttime': 1693252602.02, 'endtime': 1693252902.8300002, 'p_time': 1693252632.02, 's_time': 1693252712.6, 'channel_type': 'SH'}",GE.SMRI.SH.gfz2023qwer.npz
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:59:22.730000Z,TOLI2,GE,BLZ,s,,,2023-08-28T19:57:39.100000Z,TOLI2,GE,BLZ,p,,,103.63,True,BHZ,GE.TOLI2.BL.gfz2023qwer.mseed,,"{'starttime': 1693252629.1, 'endtime': 1693252929.91, 'p_time': 1693252659.1, 's_time': 1693252762.7299998, 'channel_type': 'BL'}",GE.TOLI2.BL.gfz2023qwer.npz
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:59:22.730000Z,TOLI2,GE,HHZ,s,,,2023-08-28T19:57:39.100000Z,TOLI2,GE,HHZ,p,,,103.63,True,BHZ,,Could not get 3 components for augmented channel HH at TOLI2,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:59:22.730000Z,TOLI2,GE,HLZ,s,,,2023-08-28T19:57:39.100000Z,TOLI2,GE,HLZ,p,,,103.63,True,BHZ,,Could not get 3 components for augmented channel HL at TOLI2,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:59:22.730000Z,TOLI2,GE,SHZ,s,,,2023-08-28T19:57:39.100000Z,TOLI2,GE,SHZ,p,,,103.63,True,BHZ,GE.TOLI2.SH.gfz2023qwer.mseed,,"{'starttime': 1693252629.1, 'endtime': 1693252929.91, 'p_time': 1693252659.1, 's_time': 1693252762.7299998, 'channel_type': 'SH'}",GE.TOLI2.SH.gfz2023qwer.npz
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:59:52.820000Z,SANI,GE,BLZ,s,,,2023-08-28T19:57:55.750000Z,SANI,GE,BLZ,p,,,117.07,True,BHZ,GE.SANI.BL.gfz2023qwer.mseed,,"{'starttime': 1693252645.7500002, 'endtime': 1693252946.56, 'p_time': 1693252675.7500002, 's_time': 1693252792.82, 'channel_type': 'BL'}",GE.SANI.BL.gfz2023qwer.npz
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:59:52.820000Z,SANI,GE,HHZ,s,,,2023-08-28T19:57:55.750000Z,SANI,GE,HHZ,p,,,117.07,True,BHZ,,Could not get 3 components for augmented channel HH at SANI,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:59:52.820000Z,SANI,GE,HLZ,s,,,2023-08-28T19:57:55.750000Z,SANI,GE,HLZ,p,,,117.07,True,BHZ,,Could not get 3 components for augmented channel HL at SANI,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:59:52.820000Z,SANI,GE,SHZ,s,,,2023-08-28T19:57:55.750000Z,SANI,GE,SHZ,p,,,117.07,True,BHZ,GE.SANI.SH.gfz2023qwer.mseed,,"{'starttime': 1693252645.7500002, 'endtime': 1693252946.56, 'p_time': 1693252675.7500002, 's_time': 1693252792.82, 'channel_type': 'SH'}",GE.SANI.SH.gfz2023qwer.npz
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T20:00:45.150000Z,TNTI,GE,BLZ,s,,,2023-08-28T19:58:23.340000Z,TNTI,GE,BLZ,p,,,141.81,True,BHZ,,Could not get 3 components for augmented channel BL at TNTI,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T20:00:45.150000Z,TNTI,GE,HHZ,s,,,2023-08-28T19:58:23.340000Z,TNTI,GE,HHZ,p,,,141.81,True,BHZ,,Could not get 3 components for augmented channel HH at TNTI,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T20:00:45.150000Z,TNTI,GE,HLZ,s,,,2023-08-28T19:58:23.340000Z,TNTI,GE,HLZ,p,,,141.81,True,BHZ,,Could not get 3 components for augmented channel HL at TNTI,,nan
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T20:00:45.150000Z,TNTI,GE,SHZ,s,,,2023-08-28T19:58:23.340000Z,TNTI,GE,SHZ,p,,,141.81,True,BHZ,GE.TNTI.SH.gfz2023qwer.mseed,,"{'starttime': 1693252673.34, 'endtime': 1693252974.15, 'p_time': 1693252703.34, 's_time': 1693252845.15, 'channel_type': 'SH'}",GE.TNTI.SH.gfz2023qwer.npz
gfz2023phwg,2023-08-06T18:14:24.570000Z,-8.421,116.813,13.5,4.7,mb,,"Sumbawa Region, Indonesia",30,2023-08-06T18:14:59.320000Z,PLAI,GE,BLZ,s,,,2023-08-06T18:14:44.440000Z,PLAI,GE,BLZ,p,smi:org.gfz-potsdam.de/geofon/DL,,14.88,True,BHZ,,Could not get 3 components for augmented channel BL at PLAI,,nan
gfz2023phwg,2023-08-06T18:14:24.570000Z,-8.421,116.813,13.5,4.7,mb,,"Sumbawa Region, Indonesia",30,2023-08-06T18:14:59.320000Z,PLAI,GE,HHZ,s,,,2023-08-06T18:14:44.440000Z,PLAI,GE,HHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,14.88,True,BHZ,,Could not get 3 components for augmented channel HH at PLAI,,nan
gfz2023phwg,2023-08-06T18:14:24.570000Z,-8.421,116.813,13.5,4.7,mb,,"Sumbawa Region, Indonesia",30,2023-08-06T18:14:59.320000Z,PLAI,GE,HLZ,s,,,2023-08-06T18:14:44.440000Z,PLAI,GE,HLZ,p,smi:org.gfz-potsdam.de/geofon/DL,,14.88,True,BHZ,,Could not get 3 components for augmented channel HL at PLAI,,nan
gfz2023phwg,2023-08-06T18:14:24.570000Z,-8.421,116.813,13.5,4.7,mb,,"Sumbawa Region, Indonesia",30,2023-08-06T18:14:59.320000Z,PLAI,GE,SHZ,s,,,2023-08-06T18:14:44.440000Z,PLAI,GE,SHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,14.88,True,BHZ,GE.PLAI.SH.gfz2023phwg.mseed,,"{'starttime': 1691345654.44, 'endtime': 1691345955.2499998, 'p_time': 1691345684.44, 's_time': 1691345699.32, 'channel_type': 'SH'}",GE.PLAI.SH.gfz2023phwg.npz
gfz2023phwg,2023-08-06T18:14:24.570000Z,-8.421,116.813,13.5,4.7,mb,,"Sumbawa Region, Indonesia",30,2023-08-06T18:14:59.320000Z,PLAI,GE,SLZ,s,,,2023-08-06T18:14:44.440000Z,PLAI,GE,SLZ,p,smi:org.gfz-potsdam.de/geofon/DL,,14.88,True,BHZ,,Could not get 3 components for augmented channel SL at PLAI,,nan
gfz2024krts,2024-06-01T00:37:52.720000Z,0.081,123.497,119.1,4.67,mb,,"Minahassa Peninsula, Sulawesi",51,2024-06-01T00:38:36.280000Z,LUWI,GE,BLZ,s,,,2024-06-01T00:38:17.910000Z,LUWI,GE,BLZ,p,,,18.37,True,BHZ,,Could not get 3 components for augmented channel BL at LUWI,,nan
gfz2024krts,2024-06-01T00:37:52.720000Z,0.081,123.497,119.1,4.67,mb,,"Minahassa Peninsula, Sulawesi",51,2024-06-01T00:38:36.280000Z,LUWI,GE,HHZ,s,,,2024-06-01T00:38:17.910000Z,LUWI,GE,HHZ,p,,,18.37,True,BHZ,,Could not get 3 components for augmented channel HH at LUWI,,nan
gfz2024krts,2024-06-01T00:37:52.720000Z,0.081,123.497,119.1,4.67,mb,,"Minahassa Peninsula, Sulawesi",51,2024-06-01T00:38:36.280000Z,LUWI,GE,HLZ,s,,,2024-06-01T00:38:17.910000Z,LUWI,GE,HLZ,p,,,18.37,True,BHZ,,Could not get 3 components for augmented channel HL at LUWI,,nan
gfz2024krts,2024-06-01T00:37:52.720000Z,0.081,123.497,119.1,4.67,mb,,"Minahassa Peninsula, Sulawesi",51,2024-06-01T00:38:36.280000Z,LUWI,GE,SHZ,s,,,2024-06-01T00:38:17.910000Z,LUWI,GE,SHZ,p,,,18.37,True,BHZ,GE.LUWI.SH.gfz2024krts.mseed,,"{'starttime': 1717202267.91, 'endtime': 1717202568.72, 'p_time': 1717202297.91, 's_time': 1717202316.28, 'channel_type': 'SH'}",GE.LUWI.SH.gfz2024krts.npz
gfz2024krts,2024-06-01T00:37:52.720000Z,0.081,123.497,119.1,4.67,mb,,"Minahassa Peninsula, Sulawesi",51,2024-06-01T00:39:12.370000Z,TOLI2,GE,BLZ,s,,,2024-06-01T00:38:37.680000Z,TOLI2,GE,BLZ,p,,,34.69,True,BHZ,GE.TOLI2.BL.gfz2024krts.mseed,,"{'starttime': 1717202287.68, 'endtime': 1717202588.4899998, 'p_time': 1717202317.68, 's_time': 1717202352.37, 'channel_type': 'BL'}",GE.TOLI2.BL.gfz2024krts.npz
gfz2024krts,2024-06-01T00:37:52.720000Z,0.081,123.497,119.1,4.67,mb,,"Minahassa Peninsula, Sulawesi",51,2024-06-01T00:39:12.370000Z,TOLI2,GE,HHZ,s,,,2024-06-01T00:38:37.680000Z,TOLI2,GE,HHZ,p,,,34.69,True,BHZ,,Could not get 3 components for augmented channel HH at TOLI2,,nan
gfz2024krts,2024-06-01T00:37:52.720000Z,0.081,123.497,119.1,4.67,mb,,"Minahassa Peninsula, Sulawesi",51,2024-06-01T00:39:12.370000Z,TOLI2,GE,HLZ,s,,,2024-06-01T00:38:37.680000Z,TOLI2,GE,HLZ,p,,,34.69,True,BHZ,,Could not get 3 components for augmented channel HL at TOLI2,,nan
gfz2024krts,2024-06-01T00:37:52.720000Z,0.081,123.497,119.1,4.67,mb,,"Minahassa Peninsula, Sulawesi",51,2024-06-01T00:39:12.370000Z,TOLI2,GE,SHZ,s,,,2024-06-01T00:38:37.680000Z,TOLI2,GE,SHZ,p,,,34.69,True,BHZ,GE.TOLI2.SH.gfz2024krts.mseed,,"{'starttime': 1717202287.68, 'endtime': 1717202588.4899998, 'p_time': 1717202317.68, 's_time': 1717202352.37, 'channel_type': 'SH'}",GE.TOLI2.SH.gfz2024krts.npz
gfz2024kkci,2024-05-27T19:54:01.230000Z,-10.255,111.501,27.4,4.98,Mw,,"South of Java, Indonesia",130,2024-05-27T19:55:24.900000Z,JAGI,GE,BLZ,s,,,2024-05-27T19:54:49.500000Z,JAGI,GE,BLZ,p,,,35.4,True,BHZ,,Could not get 3 components for augmented channel BL at JAGI,,nan
gfz2024kkci,2024-05-27T19:54:01.230000Z,-10.255,111.501,27.4,4.98,Mw,,"South of Java, Indonesia",130,2024-05-27T19:55:24.900000Z,JAGI,GE,HHZ,s,,,2024-05-27T19:54:49.500000Z,JAGI,GE,HHZ,p,,,35.4,True,BHZ,,Could not get 3 components for augmented channel HH at JAGI,,nan
gfz2024kkci,2024-05-27T19:54:01.230000Z,-10.255,111.501,27.4,4.98,Mw,,"South of Java, Indonesia",130,2024-05-27T19:55:24.900000Z,JAGI,GE,HLZ,s,,,2024-05-27T19:54:49.500000Z,JAGI,GE,HLZ,p,,,35.4,True,BHZ,,Could not get 3 components for augmented channel HL at JAGI,,nan
gfz2024kkci,2024-05-27T19:54:01.230000Z,-10.255,111.501,27.4,4.98,Mw,,"South of Java, Indonesia",130,2024-05-27T19:55:24.900000Z,JAGI,GE,SHZ,s,,,2024-05-27T19:54:49.500000Z,JAGI,GE,SHZ,p,,,35.4,True,BHZ,GE.JAGI.SH.gfz2024kkci.mseed,,"{'starttime': 1716839659.5, 'endtime': 1716839960.3100002, 'p_time': 1716839689.5, 's_time': 1716839724.9, 'channel_type': 'SH'}",GE.JAGI.SH.gfz2024kkci.npz
gfz2024kkci,2024-05-27T19:54:01.230000Z,-10.255,111.501,27.4,4.98,Mw,,"South of Java, Indonesia",130,2024-05-27T19:56:01.230000Z,BBJI,GE,BLZ,s,,,2024-05-27T19:55:10.070000Z,BBJI,GE,BLZ,p,,,51.16,True,BHZ,,Could not get 3 components for augmented channel BL at BBJI,,nan
gfz2024kkci,2024-05-27T19:54:01.230000Z,-10.255,111.501,27.4,4.98,Mw,,"South of Java, Indonesia",130,2024-05-27T19:56:01.230000Z,BBJI,GE,HHZ,s,,,2024-05-27T19:55:10.070000Z,BBJI,GE,HHZ,p,,,51.16,True,BHZ,,Could not get 3 components for augmented channel HH at BBJI,,nan
gfz2024kkci,2024-05-27T19:54:01.230000Z,-10.255,111.501,27.4,4.98,Mw,,"South of Java, Indonesia",130,2024-05-27T19:56:01.230000Z,BBJI,GE,HLZ,s,,,2024-05-27T19:55:10.070000Z,BBJI,GE,HLZ,p,,,51.16,True,BHZ,,Could not get 3 components for augmented channel HL at BBJI,,nan
gfz2024kkci,2024-05-27T19:54:01.230000Z,-10.255,111.501,27.4,4.98,Mw,,"South of Java, Indonesia",130,2024-05-27T19:56:01.230000Z,BBJI,GE,SHZ,s,,,2024-05-27T19:55:10.070000Z,BBJI,GE,SHZ,p,,,51.16,True,BHZ,GE.BBJI.SH.gfz2024kkci.mseed,,,GE.BBJI.SH.gfz2024kkci.npz
gfz2024jllp,2024-05-14T08:11:11.530000Z,-8.416,116.045,19.2,5.19,Mw,,"Sumbawa Region, Indonesia",98,2024-05-14T08:12:05.070000Z,PLAI,GE,BLZ,s,,,2024-05-14T08:11:41.650000Z,PLAI,GE,BLZ,p,,,23.42,True,BHZ,,Could not get 3 components for augmented channel BL at PLAI,,nan
gfz2024jllp,2024-05-14T08:11:11.530000Z,-8.416,116.045,19.2,5.19,Mw,,"Sumbawa Region, Indonesia",98,2024-05-14T08:12:05.070000Z,PLAI,GE,HHZ,s,,,2024-05-14T08:11:41.650000Z,PLAI,GE,HHZ,p,,,23.42,True,BHZ,,Could not get 3 components for augmented channel HH at PLAI,,nan
gfz2024jllp,2024-05-14T08:11:11.530000Z,-8.416,116.045,19.2,5.19,Mw,,"Sumbawa Region, Indonesia",98,2024-05-14T08:12:05.070000Z,PLAI,GE,HLZ,s,,,2024-05-14T08:11:41.650000Z,PLAI,GE,HLZ,p,,,23.42,True,BHZ,,Could not get 3 components for augmented channel HL at PLAI,,nan
gfz2024jllp,2024-05-14T08:11:11.530000Z,-8.416,116.045,19.2,5.19,Mw,,"Sumbawa Region, Indonesia",98,2024-05-14T08:12:05.070000Z,PLAI,GE,SHZ,s,,,2024-05-14T08:11:41.650000Z,PLAI,GE,SHZ,p,,,23.42,True,BHZ,GE.PLAI.SH.gfz2024jllp.mseed,,"{'starttime': 1715674271.6499999, 'endtime': 1715674572.46, 'p_time': 1715674301.6499999, 's_time': 1715674325.0700002, 'channel_type': 'SH'}",GE.PLAI.SH.gfz2024jllp.npz
gfz2024jllp,2024-05-14T08:11:11.530000Z,-8.416,116.045,19.2,5.19,Mw,,"Sumbawa Region, Indonesia",98,2024-05-14T08:12:05.070000Z,PLAI,GE,SLZ,s,,,2024-05-14T08:11:41.650000Z,PLAI,GE,SLZ,p,,,23.42,True,BHZ,,Could not get 3 components for augmented channel SL at PLAI,,nan
gfz2024jllp,2024-05-14T08:11:11.530000Z,-8.416,116.045,19.2,5.19,Mw,,"Sumbawa Region, Indonesia",98,2024-05-14T08:12:04.230000Z,JAGI,GE,BLZ,s,,,2024-05-14T08:11:41.110000Z,JAGI,GE,BLZ,p,,,23.12,True,BHZ,,Could not get 3 components for augmented channel BL at JAGI,,nan
