filename,p_index,s_index,ps_interval_samples,ps_interval_seconds,data_length
GE.BKNI.HL.gfz2009sjju.npz,3000,4590,1590,15.9,30085
GE.GSI.BH.gfz2013cxen.npz,3001,5902,2901,29.01,30085
GE.UGM.HH.gfz2009bbud.npz,3000,5426,2426,24.26,30085
GE.MMRI.HH.gfz2009efga.npz,3000,9774,6774,67.74,30085
GE.SOEI.BL.gfz2013nhsx.npz,3002,9574,6572,65.72,30085
GE.FAKI.HH.gfz2009frnu.npz,3000,8139,5139,51.39,30085
GE.BNDI.SH.gfz2010abkc.npz,3000,6065,3065,30.65,30085
GE.UGM.HL.gfz2009pvvt.npz,3000,5522,2522,25.22,30085
GE.LUWI.BH.gfz2010cret.npz,3002,4751,1749,17.49,30085
GE.TOLI2.BH.gfz2025bymb.npz,3001,4214,1213,12.13,30085
GE.SOEI.SH.gfz2012yeob.npz,3001,9739,6738,67.38,30085
GE.MMRI.SH.gfz2025dcky.npz,3000,10978,7978,79.78,30085
GE.PLAI.BH.gfz2020wfqn.npz,3001,4126,1125,11.25,30085
GE.SANI.SH.gfz2010dkpo.npz,3000,8256,5256,52.56,30085
GE.TOLI2.SH.gfz2013fqap.npz,3001,7378,4377,43.77,30085
GE.MMRI.BL.gfz2012rbpj.npz,3001,10204,7203,72.03,30085
GE.LHMI.BH.gfz2011kyss.npz,3000,4774,1774,17.74,30085
GE.JAGI.BL.gfz2017nmdx.npz,3001,4595,1594,15.94,30085
GE.BBJI.SH.gfz2024tufl.npz,3001,6501,3500,35.0,30085
GE.TOLI2.BL.gfz2014egln.npz,3002,3287,285,2.85,30085
GE.UGM.BL.gfz2011dovs.npz,3001,4469,1468,14.68,30085
GE.TNTI.BL.gfz2009pxpn.npz,3002,7534,4532,45.32,30085
GE.TNTI.SH.gfz2009zjqg.npz,3001,5763,2762,27.62,30085
GE.MMRI.BH.gfz2012rbpj.npz,3001,10204,7203,72.03,30085
GE.MMRI.BL.gfz2010onoq.npz,3001,4907,1906,19.06,30085
GE.TNTI.SH.gfz2010abbl.npz,3000,4742,1742,17.42,30085
GE.FAKI.BH.gfz2012cnkn.npz,3001,6386,3385,33.85,30085
GE.TOLI2.BL.gfz2013hjin.npz,3001,10615,7614,76.14,30085
GE.TNTI.BL.gfz2009czpr.npz,3001,6646,3645,36.45,30085
GE.FAKI.BH.gfz2009daap.npz,3001,8275,5274,52.74,30085
GE.LUWI.BH.gfz2025dygb.npz,3001,6465,3464,34.64,30085
GE.UGM.BH.gfz2014ojjv.npz,3000,4895,1895,18.95,30085
GE.TOLI2.BL.gfz2024stnc.npz,3002,6051,3049,30.49,30085
GE.TNTI.BH.gfz2018ghnd.npz,3001,7748,4747,47.47,30085
GE.JAGI.BL.gfz2013sril.npz,3001,5717,2716,27.16,30085
GE.BNDI.BH.gfz2023kcmg.npz,3001,6316,3315,33.15,30085
GE.SAUI.BH.gfz2020iiaf.npz,3001,4910,1909,19.09,30085
GE.BNDI.BL.gfz2023kcmg.npz,3001,6316,3315,33.15,30085
GE.SANI.BL.gfz2023qwer.npz,3001,14708,11707,117.07,30085
GE.LUWI.BL.gfz2009boun.npz,3002,4399,1397,13.97,30085
GE.UGM.HH.gfz2009ptvf.npz,3000,4987,1987,19.87,30085
GE.FAKI.BH.gfz2009atqt.npz,3001,6304,3303,33.03,30085
GE.LUWI.BH.gfz2024hdte.npz,3000,10474,7474,74.74,30085
GE.MMRI.BH.gfz2013fkbz.npz,3002,5505,2503,25.03,30085
GE.MNAI.BL.gfz2021lyjz.npz,3001,3840,839,8.39,30085
GE.TOLI2.BH.gfz2018ankr.npz,3001,4338,1337,13.37,30085
GE.TOLI2.BH.gfz2012oeun.npz,3000,9016,6016,60.16,30085
GE.TNTI.BH.gfz2009frwm.npz,3001,6454,3453,34.53,30085
GE.UGM.BH.gfz2013pzfp.npz,3001,4852,1851,18.51,30085
GE.UGM.BL.gfz2010bjpa.npz,3001,6717,3716,37.16,30085
GE.PLAI.BH.gfz2020xpmh.npz,3001,3322,321,3.21,30085
GE.FAKI.SH.gfz2012cnkn.npz,3001,6386,3385,33.85,30085
GE.LUWI.SH.gfz2013pxfu.npz,3000,4832,1832,18.32,30085
GE.PLAI.SH.gfz2017ddhx.npz,3000,6217,3217,32.17,30085
GE.PLAI.SH.gfz2025ghay.npz,3000,4791,1791,17.91,30085
GE.TNTI.HL.gfz2009qghs.npz,3000,5191,2191,21.91,30085
GE.FAKI.BH.gfz2009aqpt.npz,3001,6401,3400,34.0,30085
GE.TNTI.BL.gfz2017tnhx.npz,3001,3469,468,4.68,30085
GE.SANI.BL.gfz2012rbpj.npz,3000,10399,7399,73.99,30085
GE.SANI.BL.gfz2013grue.npz,3002,11088,8086,80.86,30085
GE.JAGI.BL.gfz2014ojjv.npz,3000,5940,2940,29.4,30085
GE.SAUI.SH.gfz2020iiaf.npz,3001,4910,1909,19.09,30085
GE.TOLI2.BL.gfz2013ghxx.npz,3001,6553,3552,35.52,30085
GE.BNDI.BL.gfz2024yvub.npz,3001,5643,2642,26.42,30085
GE.TOLI2.SH.gfz2014dieg.npz,3001,4424,1423,14.23,30085
GE.BBJI.SH.gfz2023fhyr.npz,3000,6093,3093,30.93,30085
GE.SOEI.SH.gfz2012heuj.npz,3001,9064,6063,60.63,30085
GE.JAGI.BH.gfz2024xkub.npz,3001,4170,1169,11.69,30085
GE.UGM.BH.gfz2012atnm.npz,3001,4416,1415,14.15,30085
GE.SOEI.HH.gfz2009yode.npz,3000,12363,9363,93.63,30085
GE.LUWI.SH.gfz2013urzt.npz,3001,9284,6283,62.83,30085
GE.LHMI.SH.gfz2023acqq.npz,3001,3337,336,3.36,30085
GE.LUWI.SH.gfz2022xote.npz,3001,4799,1798,17.98,30085
GE.PLAI.BL.gfz2018qgyg.npz,3001,4244,1243,12.43,30085
GE.GSI.BL.gfz2014brdm.npz,3001,7713,4712,47.12,30085
GE.JAGI.BL.gfz2013dfav.npz,3001,5680,2679,26.79,30085
GE.UGM.HL.gfz2009ptvf.npz,3000,4987,1987,19.87,30085
GE.UGM.BL.gfz2015kylx.npz,3001,5107,2106,21.06,30085
GE.JAGI.SH.gfz2023gnmu.npz,3000,4953,1953,19.53,30085
GE.BKNI.HL.gfz2009tdlp.npz,3000,4993,1993,19.93,30085
GE.MNAI.BH.gfz2020wrfa.npz,3001,3937,936,9.36,30085
GE.BBJI.BL.gfz2019vhta.npz,3001,4175,1174,11.74,30085
GE.LUWI.BH.gfz2011xxju.npz,3001,8322,5321,53.21,30085
GE.TNTI.BL.gfz2009bnxa.npz,3001,12318,9317,93.17,30085
GE.TOLI2.SH.gfz2014egln.npz,3001,3286,285,2.85,30085
GE.TNTI.BH.gfz2021jgtf.npz,3001,6904,3903,39.03,30085
GE.MMRI.HH.gfz2009pxvj.npz,3000,8394,5394,53.94,30085
GE.LUWI.BH.gfz2012wmnj.npz,3001,4934,1933,19.33,30085
GE.FAKI.BL.gfz2009qogj.npz,3001,8345,5344,53.44,30085
GE.TNTI.HL.gfz2009dseu.npz,3000,6480,3480,34.8,30085
GE.TNTI.BL.gfz2013pzrb.npz,3001,6924,3923,39.23,30085
GE.TOLI2.BH.gfz2023qwer.npz,3001,13364,10363,103.63,30085
GE.GSI.SH.gfz2012hidg.npz,3000,5177,2177,21.77,30085
GE.TNTI.BH.gfz2020iwiv.npz,3001,4420,1419,14.19,30085
GE.FAKI.BH.gfz2009aixg.npz,3001,6068,3067,30.67,30085
GE.PLAI.SL.gfz2019usec.npz,3000,4221,1221,12.21,30085
GE.SMRI.BH.gfz2013qeoy.npz,3001,5994,2993,29.93,30085
GE.SOEI.BL.gfz2012mpmh.npz,3001,6999,3998,39.98,30085
GE.MMRI.SH.gfz2025amik.npz,3000,6519,3519,35.19,30085
GE.FAKI.SH.gfz2012amyi.npz,3001,7987,4986,49.86,30085
GE.FAKI.HL.gfz2009aixg.npz,3000,6067,3067,30.67,30085
GE.MNAI.BL.gfz2010abkp.npz,3001,6731,3730,37.3,30085
GE.GSI.BH.gfz2012hidg.npz,3001,5178,2177,21.77,30085
GE.BKNI.BL.gfz2010abkp.npz,3001,6442,3441,34.41,30085
GE.SOEI.BL.gfz2013aruy.npz,3001,10160,7159,71.59,30085
GE.TNTI.BL.gfz2009waho.npz,3001,5792,2791,27.91,30085
GE.TOLI2.SH.gfz2025dlfh.npz,3000,5084,2084,20.84,30085
GE.JAGI.BL.gfz2009bkhv.npz,3001,5824,2823,28.23,30085
GE.SAUI.HH.gfz2009sufe.npz,3000,5196,2196,21.96,30085
GE.TNTI.HL.gfz2009dijd.npz,3000,5351,2351,23.51,30085
GE.TOLI2.BH.gfz2024ruak.npz,3001,10479,7478,74.78,30085
GE.BKNI.BL.gfz2013cxen.npz,3000,6034,3034,30.34,30085
GE.BNDI.SH.gfz2024quvs.npz,3001,6274,3273,32.73,30085
GE.FAKI.BH.gfz2024hdte.npz,3001,6452,3451,34.51,30085
GE.PLAI.SH.gfz2025bmwa.npz,3001,5233,2232,22.32,30085
GE.UGM.BL.gfz2009bkat.npz,3001,5085,2084,20.84,30085
GE.FAKI.HH.gfz2009tkfn.npz,3000,6328,3328,33.28,30085
GE.JAGI.BL.gfz2017ddhx.npz,3002,9734,6732,67.32,30085
GE.SMRI.BL.gfz2009bbud.npz,3001,5523,2522,25.22,30085
GE.LUWI.BL.gfz2010dkpo.npz,3001,5808,2807,28.07,30085
GE.LUWI.BH.gfz2012xqdd.npz,3001,9250,6249,62.49,30085
GE.TNTI.HH.gfz2009frwm.npz,3000,6453,3453,34.53,30085
GE.BBJI.SH.gfz2019vhta.npz,3001,4175,1174,11.74,30085
GE.PLAI.BL.gfz2018hcmv.npz,3001,4252,1251,12.51,30085
GE.TOLI2.SH.gfz2024krts.npz,3001,6470,3469,34.69,30085
GE.PLAI.SL.gfz2012rbpj.npz,3001,15025,12024,120.24,30085
GE.PLAI.SH.gfz2012rbpj.npz,3001,15025,12024,120.24,30085
GE.MMRI.BH.gfz2021asjr.npz,3001,9123,6122,61.22,30085
GE.BNDI.SH.gfz2020xost.npz,3000,4293,1293,12.93,30085
GE.FAKI.HH.gfz2009rqxq.npz,3000,11954,8954,89.54,30085
GE.MNAI.BH.gfz2014eigb.npz,3001,4118,1117,11.17,30085
GE.SANI.SH.gfz2022bkjt.npz,3000,8592,5592,55.92,30085
GE.JAGI.BL.gfz2014ghxq.npz,3001,4669,1668,16.68,30085
GE.MNAI.BH.gfz2025aeue.npz,3001,3868,867,8.67,30085
GE.SANI.SH.gfz2012blmw.npz,3000,5507,2507,25.07,30085
GE.FAKI.HH.gfz2009bqon.npz,3000,7330,4330,43.3,30085
GE.FAKI.BH.gfz2009ewtf.npz,3001,10976,7975,79.75,30085
GE.LHMI.BL.gfz2010wlnb.npz,3000,5103,2103,21.03,30085
GE.TNTI.BL.gfz2009akjy.npz,3001,9167,6166,61.66,30085
GE.LHMI.BL.gfz2013qpmq.npz,3001,7922,4921,49.21,30085
GE.FAKI.HL.gfz2009ilut.npz,3000,10776,7776,77.76,30085
GE.SOEI.BL.gfz2013qvir.npz,3001,8060,5059,50.59,30085
GE.MNAI.HH.gfz2009mwyd.npz,3000,5775,2775,27.75,30085
GE.SAUI.BH.gfz2016wpua.npz,3001,5144,2143,21.43,30085
GE.TNTI.BL.gfz2013pmbh.npz,3002,7706,4704,47.04,30085
GE.FAKI.BL.gfz2009rqxq.npz,3001,11955,8954,89.54,30085
GE.SOEI.BH.gfz2013ucyl.npz,3001,8762,5761,57.61,30085
GE.JAGI.SH.gfz2012rkxm.npz,3000,5805,2805,28.05,30085
GE.MMRI.BH.gfz2009comu.npz,3002,9250,6248,62.48,30085
GE.FAKI.BL.gfz2009zbqz.npz,3001,8100,5099,50.99,30085
GE.JAGI.HL.gfz2009bbud.npz,3000,8660,5660,56.6,30085
GE.MNAI.BH.gfz2012pnxz.npz,3001,4024,1023,10.23,30085
GE.FAKI.BL.gfz2009bgxf.npz,3001,5891,2890,28.9,30085
GE.FAKI.BH.gfz2009bgxf.npz,3001,5891,2890,28.9,30085
GE.MMRI.BL.gfz2013xpcc.npz,3001,5076,2075,20.75,30085
GE.TNTI.BH.gfz2009cztu.npz,3001,7015,4014,40.14,30085
GE.MMRI.SH.gfz2022sqkl.npz,3001,6512,3511,35.11,30085
GE.MMRI.BL.gfz2023frsp.npz,3001,4466,1465,14.65,30085
GE.LUWI.HL.gfz2009itjx.npz,3000,8636,5636,56.36,30085
GE.TNTI.BL.gfz2009pyad.npz,3001,7693,4692,46.92,30085
GE.TNTI.BL.gfz2009dseu.npz,3001,6481,3480,34.8,30085
GE.SAUI.HL.gfz2009tkfn.npz,3000,11707,8707,87.07,30085
GE.LUWI.BL.gfz2009qkjn.npz,3001,5036,2035,20.35,30085
GE.TNTI.BH.gfz2009dhbx.npz,3000,6534,3534,35.34,30085
GE.MMRI.BH.gfz2024yqam.npz,3002,4689,1687,16.87,30085
GE.BKB.SH.gfz2023qwer.npz,3001,10770,7769,77.69,30085
GE.PLAI.SL.gfz2017dovr.npz,3000,4248,1248,12.48,30085
GE.TNTI.SH.gfz2024ysdn.npz,3000,7923,4923,49.23,30085
GE.MNAI.BL.gfz2010atkp.npz,3001,4187,1186,11.86,30085
GE.LHMI.BH.gfz2012rato.npz,3001,4813,1812,18.12,30085
GE.SANI.BH.gfz2024hgro.npz,3001,7988,4987,49.87,30085
GE.MMRI.SH.gfz2021asjr.npz,3000,9122,6122,61.22,30085
GE.FAKI.BL.gfz2009ayxo.npz,3001,8473,5472,54.72,30085
GE.LUWI.BL.gfz2012jjji.npz,3001,4530,1529,15.29,30085
GE.JAGI.HL.gfz2009bjnh.npz,3000,20541,17541,175.41,30085
GE.TOLI2.BH.gfz2024krts.npz,3001,6470,3469,34.69,30085
GE.TNTI.BL.gfz2012blmw.npz,3001,5062,2061,20.61,30085
GE.TNTI.BL.gfz2014emyz.npz,3001,8138,5137,51.37,30085
GE.UGM.BH.gfz2014kwfg.npz,3001,4692,1691,16.91,30085
GE.SMRI.SH.gfz2018hcuv.npz,3001,5522,2521,25.21,30085
GE.TNTI.SH.gfz2010awor.npz,3001,7411,4410,44.1,30085
GE.SOEI.HH.gfz2009psbv.npz,3000,8427,5427,54.27,30085
GE.MMRI.SH.gfz2025eumh.npz,3001,6002,3001,30.01,30085
GE.MMRI.BL.gfz2013yfql.npz,3001,6281,3280,32.8,30085
GE.MNAI.HH.gfz2009gbpk.npz,3000,5181,2181,21.81,30085
GE.JAGI.BH.gfz2013jndg.npz,3001,6825,3824,38.24,30085
GE.JAGI.BL.gfz2023gnmu.npz,3000,4953,1953,19.53,30085
GE.SOEI.SH.gfz2013aruy.npz,3001,10160,7159,71.59,30085
GE.TNTI.HH.gfz2009agwc.npz,3000,8357,5357,53.57,30085
GE.SANI.BL.gfz2013vbev.npz,3001,4045,1044,10.44,30085
GE.TNTI.BH.gfz2024ysdn.npz,3001,7924,4923,49.23,30085
GE.JAGI.HL.gfz2009bkhv.npz,3000,5823,2823,28.23,30085
GE.FAKI.HL.gfz2009bjnh.npz,3000,6602,3602,36.02,30085
GE.BNDI.BH.gfz2023dips.npz,3002,6333,3331,33.31,30085
GE.JAGI.SH.gfz2013aswl.npz,3001,4515,1514,15.14,30085
GE.JAGI.BH.gfz2009zipp.npz,3001,7122,4121,41.21,30085
GE.FAKI.BL.gfz2012amyi.npz,3001,7987,4986,49.86,30085
GE.TNTI.BL.gfz2009miru.npz,3002,4570,1568,15.68,30085
GE.TNTI.BH.gfz2013rzij.npz,3001,4609,1608,16.08,30085
GE.UGM.SL.gfz2013crnj.npz,3001,4648,1647,16.47,30085
GE.TNTI.BH.gfz2013pzrb.npz,3001,6924,3923,39.23,30085
GE.SANI.SH.gfz2012awsq.npz,3000,6604,3604,36.04,30085
GE.LUWI.BH.gfz2009bjnh.npz,3001,11853,8852,88.52,30085
GE.LUWI.BL.gfz2009ilut.npz,3000,11427,8427,84.27,30085
GE.FAKI.BL.gfz2009apup.npz,3002,5920,2918,29.18,30085
GE.SANI.BH.gfz2011ycjg.npz,3001,5042,2041,20.41,30085
GE.MNAI.BL.gfz2014eigb.npz,3001,4118,1117,11.17,30085
GE.LUWI.SH.gfz2015thvg.npz,3000,6480,3480,34.8,30085
GE.SANI.SH.gfz2010cret.npz,3000,6701,3701,37.01,30085
GE.SOEI.SH.gfz2013fkbz.npz,3001,4113,1112,11.12,30085
GE.FAKI.HL.gfz2009amcp.npz,3000,6069,3069,30.69,30085
GE.UGM.SL.gfz2013ydaj.npz,3000,12146,9146,91.46,30085
GE.UGM.SH.gfz2013ygzo.npz,3001,5684,2683,26.83,30085
GE.UGM.SH.gfz2018iouz.npz,3000,5080,2080,20.8,30085
GE.BBJI.BH.gfz2024nomt.npz,3001,5838,2837,28.37,30085
GE.JAGI.BH.gfz2025anlh.npz,3001,7783,4782,47.82,30085
GE.SOEI.SH.gfz2013yfql.npz,3001,3736,735,7.35,30085
GE.UGM.SH.gfz2010fnia.npz,3000,4764,1764,17.64,30085
GE.SMRI.BL.gfz2009boyf.npz,3002,6155,3153,31.53,30085
GE.BBJI.BL.gfz2019cxju.npz,3001,3509,508,5.08,30085
GE.LHMI.HL.gfz2009epev.npz,3000,4127,1127,11.27,30085
GE.TNTI.SH.gfz2017tbbl.npz,3001,3443,442,4.42,30085
GE.UGM.SL.gfz2013aswl.npz,3000,8250,5250,52.5,30085
GE.LHMI.BL.gfz2011kyss.npz,3000,4774,1774,17.74,30085
GE.BNDI.HL.gfz2015ycfz.npz,3000,3926,926,9.26,30085
GE.SOEI.BL.gfz2025gvra.npz,3001,9939,6938,69.38,30085
GE.PLAI.SH.gfz2014ghxq.npz,3000,5976,2976,29.76,30085
GE.FAKI.SH.gfz2018qtuf.npz,3000,5928,2928,29.28,30085
GE.MNAI.HH.gfz2009qkfw.npz,3000,5856,2856,28.56,30085
GE.GENI.BH.gfz2009ympf.npz,3001,4302,1301,13.01,30085
GE.UGM.BL.gfz2016wcii.npz,3001,4812,1811,18.11,30085
GE.TOLI2.BL.gfz2024krts.npz,3001,6470,3469,34.69,30085
GE.FAKI.BL.gfz2009ilut.npz,3000,10776,7776,77.76,30085
GE.SOEI.SH.gfz2012mpmh.npz,3001,6999,3998,39.98,30085
GE.BBJI.SH.gfz2024imhv.npz,3001,27082,24081,240.81,30085
GE.UGM.HH.gfz2009pvvt.npz,3000,5522,2522,25.22,30085
GE.UGM.BH.gfz2010bxbd.npz,3001,4491,1490,14.9,30085
GE.BKNI.BH.gfz2013cxen.npz,3000,6034,3034,30.34,30085
GE.GSI.BL.gfz2009eirv.npz,3001,5458,2457,24.57,30085
GE.SANI.SH.gfz2019sgac.npz,3001,5765,2764,27.64,30085
GE.TNTI.SH.gfz2018lwgs.npz,3001,7595,4594,45.94,30085
GE.MNAI.HH.gfz2009awzb.npz,3000,7508,4508,45.08,30085
GE.BKNI.SH.gfz2022gjiw.npz,3001,6140,3139,31.39,30085
GE.PLAI.BL.gfz2013sril.npz,3001,5556,2555,25.55,30085
GE.UGM.BL.gfz2013pzfp.npz,3001,4852,1851,18.51,30085
GE.MMRI.BH.gfz2009iayl.npz,3001,8270,5269,52.69,30085
GE.UGM.SH.gfz2015kylx.npz,3001,5107,2106,21.06,30085
GE.BNDI.HL.gfz2015ycdd.npz,3000,3773,773,7.73,30085
GE.SOEI.BH.gfz2012mpmh.npz,3001,6999,3998,39.98,30085
GE.PLAI.BL.gfz2017nlxf.npz,3001,4473,1472,14.72,30085
GE.BNDI.BH.gfz2025fwkg.npz,3001,5529,2528,25.28,30085
GE.UGM.SH.gfz2012lnpl.npz,3000,4804,1804,18.04,30085
GE.UGM.BL.gfz2011yfab.npz,3001,6670,3669,36.69,30085
GE.TNTI.HL.gfz2009akjy.npz,3000,9166,6166,61.66,30085
GE.LUWI.BH.gfz2009eavu.npz,3001,4580,1579,15.79,30085
GE.FAKI.HL.gfz2009blcy.npz,3000,5905,2905,29.05,30085
GE.SANI.SH.gfz2014fbzr.npz,3001,7352,4351,43.51,30085
GE.SANI.BL.gfz2011ycjg.npz,3001,5042,2041,20.41,30085
GE.SAUI.BH.gfz2009yode.npz,3001,6197,3196,31.96,30085
GE.SOEI.BH.gfz2012heuj.npz,3001,9064,6063,60.63,30085
GE.SOEI.BH.gfz2025dcky.npz,3000,9361,6361,63.61,30085
GE.SOEI.BH.gfz2009rpju.npz,3001,10619,7618,76.18,30085
GE.MMRI.SH.gfz2024wupd.npz,3001,7869,4868,48.68,30085
GE.GSI.BL.gfz2009cktz.npz,3001,5152,2151,21.51,30085
GE.MMRI.BL.gfz2021asjr.npz,3001,9123,6122,61.22,30085
GE.TNTI.HL.gfz2009frwm.npz,3000,6453,3453,34.53,30085
GE.BBJI.SH.gfz2018bubc.npz,3000,4925,1925,19.25,30085
GE.MNAI.BH.gfz2009chdb.npz,3001,3658,657,6.57,30085
GE.MMRI.BL.gfz2017ddhx.npz,3000,5417,2417,24.17,30085
GE.MMRI.BH.gfz2012ugap.npz,3001,5375,2374,23.74,30085
GE.TOLI2.SH.gfz2012oeun.npz,3001,9017,6016,60.16,30085
GE.FAKI.HL.gfz2009bqon.npz,3000,7330,4330,43.3,30085
GE.PLAI.BH.gfz2012wwoh.npz,3001,4411,1410,14.1,30085
GE.TNTI.BH.gfz2014emyz.npz,3001,8138,5137,51.37,30085
GE.JAGI.SH.gfz2025anlh.npz,3001,7783,4782,47.82,30085
GE.PLAI.SL.gfz2013hbue.npz,3000,4811,1811,18.11,30085
GE.LUWI.BH.gfz2013kbys.npz,3002,5351,2349,23.49,30085
GE.SOEI.BL.gfz2025elvt.npz,3001,4356,1355,13.55,30085
GE.TNTI.HL.gfz2009qsnk.npz,3000,7319,4319,43.19,30085
GE.SOEI.HH.gfz2009zbqz.npz,3000,9905,6905,69.05,30085
GE.SANI.BL.gfz2010antw.npz,3001,7368,4367,43.67,30085
GE.PLAI.SH.gfz2013yova.npz,3000,4427,1427,14.27,30085
GE.FAKI.BL.gfz2009ewtf.npz,3001,10976,7975,79.75,30085
GE.JAGI.BH.gfz2013jvgk.npz,3001,6357,3356,33.56,30085
GE.BNDI.BH.gfz2014fbzr.npz,3001,5290,2289,22.89,30085
GE.FAKI.HH.gfz2009ayty.npz,3000,6316,3316,33.16,30085
GE.TOLI2.BH.gfz2013urzt.npz,3001,8458,5457,54.57,30085
GE.BNDI.BL.gfz2015ycdd.npz,3001,3774,773,7.73,30085
GE.GSI.BH.gfz2022gjiw.npz,3000,5410,2410,24.1,30085
GE.BNDI.SH.gfz2018qhyw.npz,3000,4533,1533,15.33,30085
GE.TOLI2.SH.gfz2024uowt.npz,3001,4417,1416,14.16,30085
GE.JAGI.BL.gfz2012ltyh.npz,3001,6629,3628,36.28,30085
GE.GSI.BH.gfz2012nrpy.npz,3001,9274,6273,62.73,30085
GE.TOLI2.BL.gfz2022xote.npz,3001,6191,3190,31.9,30085
GE.SANI.BL.gfz2023kcmg.npz,3001,9601,6600,66.0,30085
GE.UGM.BH.gfz2011dovs.npz,3001,4469,1468,14.68,30085
GE.TOLI2.BH.gfz2014egln.npz,3002,3287,285,2.85,30085
GE.LUWI.SH.gfz2024fmvg.npz,3001,7831,4830,48.3,30085
GE.BKNI.BH.gfz2009ymno.npz,3002,6432,3430,34.3,30085
GE.TNTI.HL.gfz2009sidp.npz,3000,4937,1937,19.37,30085
GE.LUWI.BL.gfz2010antw.npz,3001,8756,5755,57.55,30085
GE.FAKI.SH.gfz2010swgu.npz,3000,6258,3258,32.58,30085
GE.PLAI.SH.gfz2023phwg.npz,3001,4489,1488,14.88,30085
GE.TOLI2.BH.gfz2013ykdd.npz,3001,10878,7877,78.77,30085
GE.TNTI.SH.gfz2013pmbh.npz,3000,7704,4704,47.04,30085
GE.TOLI2.BL.gfz2014iwpt.npz,3001,6162,3161,31.61,30085
GE.UGM.BH.gfz2014cxla.npz,3000,5495,2495,24.95,30085
GE.UGM.BL.gfz2013ydaj.npz,3001,12147,9146,91.46,30085
GE.TNTI.SH.gfz2014jcyq.npz,3000,7235,4235,42.35,30085
GE.UGM.SL.gfz2011lnaf.npz,3000,4587,1587,15.87,30085
GE.SOEI.HL.gfz2009yode.npz,3000,12363,9363,93.63,30085
GE.SANI.BH.gfz2011xxju.npz,3001,5398,2397,23.97,30085
GE.TOLI2.BL.gfz2025dlfh.npz,3001,5085,2084,20.84,30085
GE.TOLI2.BH.gfz2013fqap.npz,3001,7378,4377,43.77,30085
GE.FAKI.BH.gfz2009rqxq.npz,3001,11955,8954,89.54,30085
GE.MMRI.BL.gfz2009comu.npz,3002,9250,6248,62.48,30085
GE.BKNI.BH.gfz2012gitd.npz,3001,4376,1375,13.75,30085
GE.UGM.BL.gfz2014ojjv.npz,3000,4895,1895,18.95,30085
GE.FAKI.HL.gfz2009aczt.npz,3000,13138,10138,101.38,30085
GE.TNTI.BH.gfz2016mexu.npz,3002,3915,913,9.13,30085
GE.LUWI.HL.gfz2009hmmo.npz,3000,10545,7545,75.45,30085
GE.SOEI.BL.gfz2009zbqz.npz,3001,9906,6905,69.05,30085
GE.LUWI.HL.gfz2009hadi.npz,3000,5470,2470,24.7,30085
GE.MNAI.SH.gfz2010atkp.npz,3001,4187,1186,11.86,30085
GE.GSI.SH.gfz2011kyss.npz,3001,7437,4436,44.36,30085
GE.PLAI.BL.gfz2017culr.npz,3001,4408,1407,14.07,30085
GE.SANI.BL.gfz2013kniy.npz,3001,5524,2523,25.23,30085
GE.TNTI.SH.gfz2023qwer.npz,3001,17182,14181,141.81,30085
GE.MNAI.BH.gfz2011swwe.npz,3001,4888,1887,18.87,30085
GE.UGM.BH.gfz2013dzkc.npz,3001,6843,3842,38.42,30085
GE.FAKI.SH.gfz2024ytcb.npz,3001,6797,3796,37.96,30085
GE.GSI.BL.gfz2012ixmz.npz,3001,5268,2267,22.67,30085
GE.PLAI.BL.gfz2011tdlh.npz,3002,4340,1338,13.38,30085
GE.JAGI.BL.gfz2010asxx.npz,3000,5024,2024,20.24,30085
GE.TNTI.BL.gfz2019sgac.npz,3001,5309,2308,23.08,30085
GE.GSI.BL.gfz2021kfyy.npz,3001,5467,2466,24.66,30085
GE.FAKI.BL.gfz2009nqxv.npz,3001,7631,4630,46.3,30085
GE.PLAI.BH.gfz2025bmwa.npz,3001,5233,2232,22.32,30085
GE.TNTI.BL.gfz2021fihc.npz,3001,5228,2227,22.27,30085
GE.TOLI2.BL.gfz2014dieg.npz,3001,4424,1423,14.23,30085
GE.SOEI.SH.gfz2025elvt.npz,3001,4356,1355,13.55,30085
GE.UGM.BL.gfz2016dbtc.npz,3001,5389,2388,23.88,30085
GE.TNTI.BH.gfz2017szqs.npz,3001,3443,442,4.42,30085
GE.LUWI.SH.gfz2013ghxx.npz,3000,5044,2044,20.44,30085
GE.TNTI.SH.gfz2021fihc.npz,3000,5227,2227,22.27,30085
GE.BNDI.BL.gfz2023dips.npz,3002,6333,3331,33.31,30085
GE.SANI.SH.gfz2012rbpj.npz,3000,10399,7399,73.99,30085
GE.TNTI.BH.gfz2017tnhx.npz,3001,3469,468,4.68,30085
GE.TOLI2.BL.gfz2023qwer.npz,3001,13364,10363,103.63,30085
GE.FAKI.HL.gfz2009oubh.npz,3000,8631,5631,56.31,30085
GE.UGM.SH.gfz2012atnm.npz,3001,4416,1415,14.15,30085
GE.SMRI.BL.gfz2018iouz.npz,3001,4375,1374,13.74,30085
GE.MMRI.SH.gfz2017ddhx.npz,3000,5417,2417,24.17,30085
GE.UGM.SL.gfz2012uneo.npz,3000,6797,3797,37.97,30085
GE.TOLI2.BL.gfz2024vdim.npz,3001,11194,8193,81.93,30085
GE.GSI.SH.gfz2022twah.npz,3001,3922,921,9.21,30085
